rebalance_date,fund_id,fund_name,asset_family,method,asset,asset_class,sector,pretrade_weight,target_weight,is_latest_rebalance
2023-12-01,equity_sentiment_coverage_gated,Equity Coverage-Gated Sentiment Tilt,Equity,Coverage-Gated Sentiment Tilt,TTWO,Equity,Comm,0.0193332110925,0.0182746419797,True
2023-12-01,equity_sentiment_coverage_gated,Equity Coverage-Gated Sentiment Tilt,Equity,Coverage-Gated Sentiment Tilt,DIS,Equity,Consumer,0.0205030249334,0.0175279862801,True
2023-12-01,equity_sentiment_coverage_gated,Equity Coverage-Gated Sentiment Tilt,Equity,Coverage-Gated Sentiment Tilt,KO,Equity,Consumer,0.0188193678046,0.0175279862801,True
2023-12-01,equity_sentiment_coverage_gated,Equity Coverage-Gated Sentiment Tilt,Equity,Coverage-Gated Sentiment Tilt,NKE,Equity,Consumer,0.0193647943169,0.0175279862801,True
2023-12-01,equity_sentiment_coverage_gated,Equity Coverage-Gated Sentiment Tilt,Equity,Coverage-Gated Sentiment Tilt,SBUX,Equity,Consumer,0.0195358293631,0.0175279862801,True
2023-12-01,equity_sentiment_coverage_gated,Equity Coverage-Gated Sentiment Tilt,Equity,Coverage-Gated Sentiment Tilt,WMT,Equity,Consumer,0.0171950739779,0.0175279862801,True
2023-12-01,equity_sentiment_coverage_gated,Equity Coverage-Gated Sentiment Tilt,Equity,Coverage-Gated Sentiment Tilt,GS,Equity,Financials,0.0186608375791,0.0174125523201,True
2023-12-01,equity_sentiment_coverage_gated,Equity Coverage-Gated Sentiment Tilt,Equity,Coverage-Gated Sentiment Tilt,MS,Equity,Financials,0.0184327500587,0.0174125523201,True
2023-12-01,equity_sentiment_coverage_gated,Equity Coverage-Gated Sentiment Tilt,Equity,Coverage-Gated Sentiment Tilt,USB,Equity,Financials,0.019673817953,0.0174125523201,True
2023-12-01,equity_sentiment_coverage_gated,Equity Coverage-Gated Sentiment Tilt,Equity,Coverage-Gated Sentiment Tilt,V,Equity,Financials,0.0180018459314,0.0174125523201,True
2023-12-01,equity_sentiment_coverage_gated,Equity Coverage-Gated Sentiment Tilt,Equity,Coverage-Gated Sentiment Tilt,WFC,Equity,Financials,0.0186118873006,0.0174125523201,True
2023-12-01,equity_sentiment_naive,Equity Naive Sentiment Tilt,Equity,Naive Sentiment Tilt,AEP,Equity,Utilities,0.0239758241924,0.0260254625712,True
2023-12-01,equity_sentiment_naive,Equity Naive Sentiment Tilt,Equity,Naive Sentiment Tilt,D,Equity,Utilities,0.0256806626045,0.0260254625712,True
2023-12-01,equity_sentiment_naive,Equity Naive Sentiment Tilt,Equity,Naive Sentiment Tilt,DUK,Equity,Utilities,0.0236397722922,0.0260254625712,True
2023-12-01,equity_sentiment_naive,Equity Naive Sentiment Tilt,Equity,Naive Sentiment Tilt,NEE,Equity,Utilities,0.0227757924173,0.0260254625712,True
2023-12-01,equity_sentiment_naive,Equity Naive Sentiment Tilt,Equity,Naive Sentiment Tilt,SO,Equity,Utilities,0.0239806644406,0.0260254625712,True
2023-12-01,equity_sentiment_naive,Equity Naive Sentiment Tilt,Equity,Naive Sentiment Tilt,ADBE,Equity,Tech,0.0232111231285,0.0242565820206,True
2023-12-01,equity_sentiment_naive,Equity Naive Sentiment Tilt,Equity,Naive Sentiment Tilt,AMD,Equity,Tech,0.0248617380186,0.0242565820206,True
2023-12-01,equity_sentiment_naive,Equity Naive Sentiment Tilt,Equity,Naive Sentiment Tilt,INTC,Equity,Tech,0.0248341190413,0.0242565820206,True
2023-12-01,equity_sentiment_naive,Equity Naive Sentiment Tilt,Equity,Naive Sentiment Tilt,NVDA,Equity,Tech,0.0231808055921,0.0242565820206,True
2023-12-01,equity_sentiment_naive,Equity Naive Sentiment Tilt,Equity,Naive Sentiment Tilt,QCOM,Equity,Tech,0.024084248005,0.0242565820206,True
2023-12-01,equity_sentiment_naive,Equity Naive Sentiment Tilt,Equity,Naive Sentiment Tilt,DD,Equity,Materials,0.015904445364,0.021616706319,True
2023-12-01,equity_sentiment_naive,Equity Naive Sentiment Tilt,Equity,Naive Sentiment Tilt,DOW,Equity,Materials,0.0174946227716,0.021616706319,True
2023-12-01,equity_sentiment_naive,Equity Naive Sentiment Tilt,Equity,Naive Sentiment Tilt,NEM,Equity,Materials,0.0174629145937,0.021616706319,True
2023-12-01,equity_sentiment_naive,Equity Naive Sentiment Tilt,Equity,Naive Sentiment Tilt,NUE,Equity,Materials,0.018539863527,0.021616706319,True
2023-12-01,equity_sentiment_naive,Equity Naive Sentiment Tilt,Equity,Naive Sentiment Tilt,SHW,Equity,Materials,0.0189106069518,0.021616706319,True
2023-12-01,equity_sentiment_naive,Equity Naive Sentiment Tilt,Equity,Naive Sentiment Tilt,COP,Equity,Energy,0.0180156993589,0.0203959701571,True
2023-12-01,equity_sentiment_naive,Equity Naive Sentiment Tilt,Equity,Naive Sentiment Tilt,CVX,Equity,Energy,0.0183473121844,0.0203959701571,True
2023-12-01,equity_sentiment_naive,Equity Naive Sentiment Tilt,Equity,Naive Sentiment Tilt,OXY,Equity,Energy,0.0176333219085,0.0203959701571,True
2023-12-01,equity_sentiment_naive,Equity Naive Sentiment Tilt,Equity,Naive Sentiment Tilt,SLB,Equity,Energy,0.017227898997,0.0203959701571,True
2023-12-01,equity_sentiment_naive,Equity Naive Sentiment Tilt,Equity,Naive Sentiment Tilt,XOM,Equity,Energy,0.0180484586462,0.0203959701571,True
2023-12-01,equity_sentiment_naive,Equity Naive Sentiment Tilt,Equity,Naive Sentiment Tilt,AMT,Equity,RealEstate,0.0271506682076,0.0193866039871,True
2023-12-01,equity_sentiment_naive,Equity Naive Sentiment Tilt,Equity,Naive Sentiment Tilt,CCI,Equity,RealEstate,0.0292286865642,0.0193866039871,True
2023-12-01,equity_sentiment_naive,Equity Naive Sentiment Tilt,Equity,Naive Sentiment Tilt,O,Equity,RealEstate,0.02651722988,0.0193866039871,True
2023-12-01,equity_sentiment_naive,Equity Naive Sentiment Tilt,Equity,Naive Sentiment Tilt,PLD,Equity,RealEstate,0.0264340251106,0.0193866039871,True
2023-12-01,equity_sentiment_naive,Equity Naive Sentiment Tilt,Equity,Naive Sentiment Tilt,PSA,Equity,RealEstate,0.0251189466104,0.0193866039871,True
2023-12-01,equity_sentiment_naive,Equity Naive Sentiment Tilt,Equity,Naive Sentiment Tilt,BA,Equity,Industrials,0.0186545682905,0.0186065322103,True
2023-12-01,equity_sentiment_naive,Equity Naive Sentiment Tilt,Equity,Naive Sentiment Tilt,CAT,Equity,Industrials,0.0166877680401,0.0186065322103,True
2023-12-01,equity_sentiment_naive,Equity Naive Sentiment Tilt,Equity,Naive Sentiment Tilt,GE,Equity,Industrials,0.0168698528844,0.0186065322103,True
2023-12-01,equity_sentiment_naive,Equity Naive Sentiment Tilt,Equity,Naive Sentiment Tilt,MMM,Equity,Industrials,0.0166469371304,0.0186065322103,True
2023-12-01,equity_sentiment_naive,Equity Naive Sentiment Tilt,Equity,Naive Sentiment Tilt,UPS,Equity,Industrials,0.0163384004358,0.0186065322103,True
2023-12-01,equity_sentiment_naive,Equity Naive Sentiment Tilt,Equity,Naive Sentiment Tilt,ABBV,Equity,Healthcare,0.0183972576347,0.0182703234119,True
2023-12-01,equity_sentiment_naive,Equity Naive Sentiment Tilt,Equity,Naive Sentiment Tilt,ABT,Equity,Healthcare,0.0201199946058,0.0182703234119,True
2023-12-01,equity_sentiment_naive,Equity Naive Sentiment Tilt,Equity,Naive Sentiment Tilt,AMGN,Equity,Healthcare,0.0193866004395,0.0182703234119,True
2023-12-01,equity_sentiment_naive,Equity Naive Sentiment Tilt,Equity,Naive Sentiment Tilt,GILD,Equity,Healthcare,0.0177903574551,0.0182703234119,True
2023-12-01,equity_sentiment_naive,Equity Naive Sentiment Tilt,Equity,Naive Sentiment Tilt,MRK,Equity,Healthcare,0.0182018443924,0.0182703234119,True
2023-12-01,equity_sentiment_naive,Equity Naive Sentiment Tilt,Equity,Naive Sentiment Tilt,CMCSA,Equity,Comm,0.0153828393602,0.0179049378938,True
2023-12-01,equity_sentiment_naive,Equity Naive Sentiment Tilt,Equity,Naive Sentiment Tilt,EA,Equity,Comm,0.0169277081642,0.0179049378938,True
2023-12-01,equity_sentiment_naive,Equity Naive Sentiment Tilt,Equity,Naive Sentiment Tilt,T,Equity,Comm,0.0163144648006,0.0179049378938,True
2023-12-01,equity_sentiment_naive,Equity Naive Sentiment Tilt,Equity,Naive Sentiment Tilt,TMUS,Equity,Comm,0.0159263019643,0.0179049378938,True
2023-12-01,equity_sentiment_naive,Equity Naive Sentiment Tilt,Equity,Naive Sentiment Tilt,TTWO,Equity,Comm,0.0179342707947,0.0179049378938,True
2023-12-01,equity_sentiment_naive,Equity Naive Sentiment Tilt,Equity,Naive Sentiment Tilt,DIS,Equity,Consumer,0.0203579407714,0.0167932112997,True
2023-12-01,equity_sentiment_naive,Equity Naive Sentiment Tilt,Equity,Naive Sentiment Tilt,KO,Equity,Consumer,0.0186861975911,0.0167932112997,True
2023-12-01,equity_sentiment_naive,Equity Naive Sentiment Tilt,Equity,Naive Sentiment Tilt,NKE,Equity,Consumer,0.0192277645388,0.0167932112997,True
2023-12-01,equity_sentiment_naive,Equity Naive Sentiment Tilt,Equity,Naive Sentiment Tilt,SBUX,Equity,Consumer,0.0193975893013,0.0167932112997,True
2023-12-01,equity_sentiment_naive,Equity Naive Sentiment Tilt,Equity,Naive Sentiment Tilt,WMT,Equity,Consumer,0.0170733976444,0.0167932112997,True
2023-12-01,equity_sentiment_naive,Equity Naive Sentiment Tilt,Equity,Naive Sentiment Tilt,GS,Equity,Financials,0.0182686319494,0.0167436701294,True
2023-12-01,equity_sentiment_naive,Equity Naive Sentiment Tilt,Equity,Naive Sentiment Tilt,MS,Equity,Financials,0.0180453382765,0.0167436701294,True
2023-12-01,equity_sentiment_naive,Equity Naive Sentiment Tilt,Equity,Naive Sentiment Tilt,USB,Equity,Financials,0.0192603219281,0.0167436701294,True
2023-12-01,equity_sentiment_naive,Equity Naive Sentiment Tilt,Equity,Naive Sentiment Tilt,V,Equity,Financials,0.0176234907107,0.0167436701294,True
2023-12-01,equity_sentiment_naive,Equity Naive Sentiment Tilt,Equity,Naive Sentiment Tilt,WFC,Equity,Financials,0.0182207104873,0.0167436701294,True
